accountNumber,lastName,firstName,Age,Gender,customerMDN,Address,customerCity,customerState,customerZip,customerPlan,customerPlanDesc,customer,JSESSIONID
900001495,FRANKS,KATHY,53,F,7883876953,7139 Chetwyn Ln.,PHILADELPHIA,PA,19190,ULPRE50,Unlimited Prepaid,SD3SL1FF701496,
900001496,MCKAY,DANIEL,40,M,3908943530,4676 Newcomb Dr.,NORTH LAS VEGAS,NV,89030,250PRE25,250 Minute Prepaid,SD3SL1FF701497,
900001497,KNIGHT,ROBIN,34,M,3346608755,12070 E Terrace Blvd.,COLUMBUS,OH,43220,450POST40,450 Minute,SD3SL1FF701498,
900001498,GATES,STACY,51,F,6989974654,1943 East Conley Ave.,MADISON,WI,53778,900POST60,900 Minute,SD3SL1FF701499,
900001499,SANTANA,FAITH,33,F,5866867227,18954 Alms Hill Dr.,BETHLEHEM,PA,18017,900POST60,900 Minute,SD3SL1FF701500,
900001500,PICKETT,BROOKS,40,M,9102765369,4625 Back Thorns St.,CHICAGO,IL,60653,ULPRE50,Unlimited Prepaid,SD3SL1FF701501,
900001501,GRIFFITH,ADRIENNE,52,F,7104141343,14061 Jumbles Blvd.,LAWRENCEVILLE,GA,30042,700POST5L70,700 Minute Family,SD3SL1FF701502,
900001502,RILEY,WILSON,66,M,5587073985,11093 Lou St.,GRAND RAPIDS,MI,49555,ULPRE50,Unlimited Prepaid,SD3SL1FF701503,
900001503,WALLACE,SADIE,27,F,6949967583,13262 N Hart Dr.,GLENDALE,CA,91203,ULPOST5L120,2100 Minute Family,SD3SL1FF701504,
900001504,COPELAND,TERRIE,31,F,2699809913,13324 Marino Ln.,HICKSVILLE,NY,11815,900POST60,900 Minute,SD3SL1FF701505,
900001505,RHODES,SANDY,37,F,3217496002,19932 Marble Hill St.,BROOKLYN,NY,11220,250PRE25,250 Minute Prepaid,SD3SL1FF701506,
900001506,GUERRERO,JOSIAH,65,M,4485183381,15281 Kimble Way,JACKSONVILLE,FL,32239,450POST40,450 Minute,SD3SL1FF701507,
900001507,LOVE,HANK,59,M,8142829954,18126 The Sunny Ln.,SAN DIEGO,CA,92119,450POST40,450 Minute,SD3SL1FF701508,
900001508,MOSS,DELIA,37,F,2879386390,7801 E Oak Glenn Ave.,TULSA,OK,74187,ULPOST5L120,2100 Minute Family,SD3SL1FF701509,
900001509,SOTO,STACEY,52,M,6948306589,8979 S Harding Ln.,FALLS CHURCH,VA,22041,1400POST5L90,1400 Minute Family,SD3SL1FF701510,
900001510,BUCK,GRACIELA,42,F,7714068612,17268 Beveridge Dr.,ROANOKE,VA,24003,ULPRE2D,Unlimited Prepaid,SD3SL1FF701511,
900001511,STONE,ALEXANDER,47,M,8936764983,5945 Maldonado Ave.,ORLANDO,FL,32861,ULPRE50,Unlimited Prepaid,SD3SL1FF701512,
900001512,MILLS,ISAAC,67,M,4479206756,15100 Cleares St.,HOLLYWOOD,FL,33027,ULPOST5L120,2100 Minute Family,SD3SL1FF701513,
900001513,SPEARS,JOCELYN,26,F,5659796896,426 Spurway St.,FORT WAYNE,IN,46816,ULPOST5L120,2100 Minute Family,SD3SL1FF701514,
900001514,COCHRAN,JEROLD,21,M,7860222490,4736 Silicon St.,DALLAS,TX,75374,900POST60,900 Minute,SD3SL1FF701515,
900001515,FLYNN,ROMEO,40,M,5809619651,7894 Southcroft Ave.,NEW ORLEANS,LA,70162,250PRE25,250 Minute Prepaid,SD3SL1FF701516,
900001516,HAMMOND,STACI,20,F,5244759652,4726 Whiskey Hill Dr.,GLENDALE,CA,91207,250PRE25,250 Minute Prepaid,SD3SL1FF701517,
900001517,CLARK,JACQUELINE,36,F,4869528944,18290 Garforth Pkwy.,SOUTH BEND,IN,46615,900POST60,900 Minute,SD3SL1FF701518,
900001518,RATLIFF,LARRY,61,M,6413806545,531 West Ivy Blvd.,BIRMINGHAM,AL,35219,5503L60,550 Minute Family,SD3SL1FF701519,
900001519,DUDLEY,MATT,37,M,4676054653,3402 Bunbury Ave.,SPARTANBURG,SC,29306,700POST5L70,700 Minute Family,SD3SL1FF701520,
900001520,HAMPTON,TRACEY,26,F,7267647874,6440 Castle Lodge Dr.,MESQUITE,TX,75149,450POST40,450 Minute,SD3SL1FF701521,
900001521,MAYNARD,RUDOLPH,41,M,4883314536,14252 Higton Ln.,WASHINGTON,DC,20221,ULPRE50,Unlimited Prepaid,SD3SL1FF701522,
900001522,SANTIAGO,GUADALUPE,50,M,2622422858,12445 Bette Ln.,RICHMOND,VA,23293,450POST40,450 Minute,SD3SL1FF701523,
900001523,SLATER,ROY,54,M,6146748293,10068 Berry Corner Ln.,LOUISVILLE,KY,40291,700POST5L70,700 Minute Family,SD3SL1FF701524,
900001524,VILLARREAL,DEBORAH,46,F,9802197168,5745 Royalthorne Pkwy.,NEW YORK,NY,10004,900POST60,900 Minute,SD3SL1FF701525,
900001525,HOUSE,CLAYTON,44,M,8073308724,8211 Champs Elysee Blvd.,BALTIMORE,MD,21251,1400POST5L90,1400 Minute Family,SD3SL1FF701526,
900001526,BAILEY,JOHNIE,46,M,7184508031,6058 South California Blvd.,AKRON,OH,44308,1400POST5L90,1400 Minute Family,SD3SL1FF701527,
900001527,BRIGHT,RACHELLE,44,F,7964152777,6984 Jesse James Ln.,NEWARK,DE,19702,ULPRE50,Unlimited Prepaid,SD3SL1FF701528,
900001528,,JACKIE,66,F,6605528562,19014 Saint Thomas Dr.,EVANSVILLE,IN,47714,700POST5L70,700 Minute Family,SD3SL1FF701529,
900001529,ROJAS,CELINA,43,F,4577987602,4202 Wallen Way,HARRISBURG,PA,17177,250PRE25,250 Minute Prepaid,SD3SL1FF701530,
900001530,PETTY,FERN,37,F,8987694139,18704 Glenrock Ln.,PHOENIX,AZ,85012,700POST5L70,700 Minute Family,SD3SL1FF701531,
900001531,PETTY,FREDDY,69,M,2949408421,19031 Sierra Point St.,OAKLAND,CA,94613,450POST40,450 Minute,SD3SL1FF701532,
900001532,FARLEY,PASQUALE,53,M,4942425417,919 Audrea St.,SAINT LOUIS,MO,63151,5503L60,550 Minute Family,SD3SL1FF701533,
900001533,VELAZQUEZ,ELVIA,24,F,6869405296,9225 Upshur Dr.,CORPUS CHRISTI,TX,78460,700POST5L70,700 Minute Family,SD3SL1FF701534,
900001534,ALLEN,LEANNA,52,F,9755856614,8497 Moss Bower Ave.,MILWAUKEE,WI,53208,250PRE25,250 Minute Prepaid,SD3SL1FF701535,
900001535,BRADSHAW,EFFIE,41,F,3897424036,201 Edenborough Blvd.,NORTHRIDGE,CA,91324,1400POST5L90,1400 Minute Family,SD3SL1FF701536,
900001536,MACK,ARMAND,56,M,4714949557,3175 Round Barn Ave.,RALEIGH,NC,27619,450POST40,450 Minute,SD3SL1FF701537,
900001537,HOLT,VINCE,40,M,2843849563,4859 Bernie Hwy.,MILWAUKEE,WI,53202,250PRE25,250 Minute Prepaid,SD3SL1FF701538,
900001538,WILLIAM,DANA,44,M,8486462985,11697 Pearsall Pkwy.,LITTLE ROCK,AR,72202,1400POST5L90,1400 Minute Family,SD3SL1FF701539,
900001539,WILKINS,ROOSEVELT,23,M,9359251333,19892 Tayben Hwy.,EVERETT,WA,98208,250PRE25,250 Minute Prepaid,SD3SL1FF701540,
900001540,HAHN,ANGELICA,29,F,4298054848,10813 E Slope Dr.,GARLAND,TX,75042,ULPRE50,Unlimited Prepaid,SD3SL1FF701541,
900001541,YANG,PATSY,19,F,5608213983,9327 Gildare Dr.,POMPANO BEACH,FL,33068,900POST60,900 Minute,SD3SL1FF701542,
900001542,CUMMINGS,ALLEN,56,M,9579493309,192 Horse Pen St.,LITTLE ROCK,AR,72212,2100POST5L110,2100 Minute Family,SD3SL1FF701543,
900001543,HUFF,DANIELLE,68,F,6046787927,10774 Loughlin St.,NEW YORK,NY,10157,700POST5L70,700 Minute Family,SD3SL1FF701544,
900001544,RICHMOND,EDWARD,47,M,7154844900,1847 Peladeau Dr.,COLORADO SPRINGS,CO,80940,700POST5L70,700 Minute Family,SD3SL1FF701545,
900001545,STRICKLAND,BOBBY,26,M,6733883735,18309 Shady Hill St.,PALMDALE,CA,93550,ULPRE50,Unlimited Prepaid,SD3SL1FF701546,
900001546,FOREMAN,DELIA,24,F,8392816951,16419 S Cornell St.,KNOXVILLE,TN,37901,250PRE25,250 Minute Prepaid,SD3SL1FF701547,
900001547,FROST,LESSIE,25,F,3418378447,2899 Halverson Ln.,TULSA,OK,74112,700POST5L70,700 Minute Family,SD3SL1FF701548,
900001548,SCHROEDER,HEATHER,28,F,4194998379,12355 S Feltus Way,NEW HAVEN,CT,6503,5503L60,550 Minute Family,SD3SL1FF701549,
900001549,DALTON,GERALDINE,63,F,7397406415,11976 Keepers Ln.,PHILADELPHIA,PA,19139,5503L60,550 Minute Family,SD3SL1FF701550,
900001550,HORN,KAREEM,45,M,3596453122,1950 Lower Jones Pkwy.,POMPANO BEACH,FL,33060,250PRE25,250 Minute Prepaid,SD3SL1FF701551,
900001551,CHARLES,LORIE,29,F,6696806839,12827 N Lorel Hwy.,SAN JOSE,CA,95120,ULPRE50,Unlimited Prepaid,SD3SL1FF701552,
900001552,POWELL,ANDERSON,62,M,8906039873,8787 North Serven St.,CHICAGO,IL,60660,250PRE25,250 Minute Prepaid,SD3SL1FF701553,
900001553,BELL,TERENCE,67,M,6152663150,16569 Donset Dr.,SACRAMENTO,CA,94235,250PRE25,250 Minute Prepaid,SD3SL1FF701554,
900001554,WYNN,REID,37,M,6318236473,19138 Lowthorpe Pkwy.,JOHNSTOWN,PA,15909,ULPRE2D,Unlimited Prepaid,SD3SL1FF701555,
900001555,KIDD,LUCAS,34,M,3672848340,6047 Seething Dr.,CHICAGO,IL,60290,250PRE25,250 Minute Prepaid,SD3SL1FF701556,
900001556,RAMSEY,BRADY,19,M,9002142985,4061 Kettlehook Ave.,MINNEAPOLIS,MN,55427,ULPOST70,Unlimited,SD3SL1FF701557,
900001557,SLATER,ELMER,62,M,8782583486,12147 N True Dr.,SPOKANE,WA,99203,700POST5L70,700 Minute Family,SD3SL1FF701558,
900001558,GOLDEN,PATTY,20,F,8442855840,6463 Templewood Dr.,DALLAS,TX,75227,5503L60,550 Minute Family,SD3SL1FF701559,
900001559,SMITH,KARYN,52,F,9453892823,509 Stoneburner Mill Dr.,PROVIDENCE,RI,2903,900POST60,900 Minute,SD3SL1FF701560,
900001560,BOOTH,TAMMY,62,F,2092554423,17932 Bondage Dr.,GREELEY,CO,80633,2100POST5L110,2100 Minute Family,SD3SL1FF701561,
900001561,BARBER,BEATRIZ,24,F,9643757805,8481 Aspley St.,ROCHESTER,NY,14653,ULPOST5L120,2100 Minute Family,SD3SL1FF701562,
900001562,WATTS,MARVA,64,F,6262088531,7018 Ginahgulla Way,HONOLULU,HI,96814,ULPRE50,Unlimited Prepaid,SD3SL1FF701563,
900001563,HANSEN,ROBERTO,45,M,6456785333,19742 North Burke Bradley Ln.,OGDEN,UT,84405,ULPRE50,Unlimited Prepaid,SD3SL1FF701564,
900001564,CHARLES,CHRIS,33,M,3396705644,15671 Bandon Blvd.,MEMPHIS,TN,38119,ULPRE50,Unlimited Prepaid,SD3SL1FF701565,
900001565,BYERS,JESSIE,55,F,6735296578,17680 Northwest Pebble St.,OLYMPIA,WA,98504,ULPRE50,Unlimited Prepaid,SD3SL1FF701566,
900001566,NOBLE,NATHANIEL,30,M,6715592832,8000 E Nassau Hwy.,HOUSTON,TX,77267,ULPRE50,Unlimited Prepaid,SD3SL1FF701567,
900001567,WALTER,MARGUERITE,28,F,9418447610,16588 Coopers End Blvd.,CHICAGO,IL,60694,900POST60,900 Minute,SD3SL1FF701568,
900001568,HORTON,COLEEN,53,F,7338708705,19415 Greensleeves Ave.,PENSACOLA,FL,32592,5503L60,550 Minute Family,SD3SL1FF701569,
900001569,BYERS,LAKISHA,54,F,9539924490,5821 Mellbrook Way,LAS VEGAS,NV,89126,250PRE25,250 Minute Prepaid,SD3SL1FF701570,
900001570,HIGGINS,KIRSTEN,60,F,5489412090,19476 Manursing Ave.,KNOXVILLE,TN,37933,ULPRE50,Unlimited Prepaid,SD3SL1FF701571,
900001571,MCNEIL,ELINOR,51,F,3892272680,17793 Old Evans St.,DAYTON,OH,45490,700POST5L70,700 Minute Family,SD3SL1FF701572,
900001572,SYKES,MARIETTA,56,F,5387142906,18104 Upper River Ave.,SAINT LOUIS,MO,63119,250PRE25,250 Minute Prepaid,SD3SL1FF701573,
900001573,GARCIA,LESSIE,68,F,2591126409,914 Jandus Cut Off Ln.,DETROIT,MI,48228,900POST60,900 Minute,SD3SL1FF701574,
900001574,WEST,MARCO,18,M,6243627265,11601 Harseille Ln.,SAINT LOUIS,MO,63110,ULPRE50,Unlimited Prepaid,SD3SL1FF701575,
900001575,HARPER,CYRUS,58,M,5689396591,12903 Alvista Pkwy.,PASADENA,TX,77508,450POST40,450 Minute,SD3SL1FF701576,
900001576,COOKE,SERGIO,60,M,7394446928,9898 St Peter Elgin Pkwy.,HONOLULU,HI,96826,900POST60,900 Minute,SD3SL1FF701577,
900001577,RILEY,BOBBIE,40,F,5092562607,14287 Fairwyn Dr.,LEHIGH ACRES,FL,33976,5503L60,550 Minute Family,SD3SL1FF701578,
900001578,BATES,MIRIAM,34,F,9284008780,12026 Indian Oaks Dr.,ALBANY,NY,12234,250PRE25,250 Minute Prepaid,SD3SL1FF701579,
900001579,DAVIS,NELDA,19,F,7283256809,11718 Bexton Dr.,BOISE,ID,83717,900POST60,900 Minute,SD3SL1FF701580,
900001580,SANTIAGO,MERLE,25,F,3258489058,7973 Davis Farm Dr.,WASHINGTON,DC,20393,5503L60,550 Minute Family,SD3SL1FF701581,
900001581,RIVERA,GARRETT,54,M,7739027732,16822 Clydia Ave.,HUNTINGTON,WV,25778,ULPRE2D,Unlimited Prepaid,SD3SL1FF701582,
900001582,MCCOY,CLARE,26,F,9853316065,5905 North Marlton Hwy.,FAYETTEVILLE,NC,28306,700POST5L70,700 Minute Family,SD3SL1FF701583,
900001583,BURKE,KRISTINE,30,F,8583848478,7430 Ansted Way,GARLAND,TX,75041,700POST5L70,700 Minute Family,SD3SL1FF701584,
900001584,MAYNARD,HESTER,35,F,7983165823,6076 Elcedo Dr.,SEATTLE,WA,98133,900POST60,900 Minute,SD3SL1FF701585,
900001585,MULLEN,ELISEO,48,M,5449462399,2472 Hap Arnold Dr.,HOUSTON,TX,77289,ULPOST5L120,2100 Minute Family,SD3SL1FF701586,
900001586,JOHNSTON,WOODROW,21,M,8205602750,19383 Norrbom Pkwy.,SACRAMENTO,CA,95827,700POST5L70,700 Minute Family,SD3SL1FF701587,
900001587,CHERRY,CHRISTA,53,F,9954464927,16622 Oak Lodge Dr.,MAPLE PLAIN,MN,55593,5503L60,550 Minute Family,SD3SL1FF701588,
900001588,KANE,LYLE,38,M,3378384077,3144 North Tantau Dr.,PALATINE,IL,60078,ULPRE50,Unlimited Prepaid,SD3SL1FF701589,
900001589,BROCK,MARLIN,53,M,5115102920,3067 Giant Panda Dr.,RICHMOND,VA,23232,5503L60,550 Minute Family,SD3SL1FF701590,
900001590,SALINAS,DENNIS,26,M,9006172087,1197 San Gregorio Blvd.,FORT LAUDERDALE,FL,33308,250PRE25,250 Minute Prepaid,SD3SL1FF701591,
900001591,DUNLAP,CAREY,31,F,4676628671,5878 Avington Pkwy.,WASHINGTON,DC,20372,ULPOST70,Unlimited,SD3SL1FF701592,
900001592,MURPHY,CHADWICK,50,M,8556013676,13775 Ibera Way,PORTLAND,OR,97233,450POST40,450 Minute,SD3SL1FF701593,
900001593,MCCONNELL,LESLIE,25,M,5519973933,18586 Stackler Dr.,SEATTLE,WA,98195,450POST40,450 Minute,SD3SL1FF701594,
900001594,STANLEY,TRACEY,29,F,3043646349,18590 Lea Valley Ave.,SEATTLE,WA,98129,250PRE25,250 Minute Prepaid,SD3SL1FF701595,
900001595,BARRON,GUADALUPE,65,F,5385874683,11974 Yacht Hwy.,GREENSBORO,NC,27408,ULPOST5L120,2100 Minute Family,SD3SL1FF701596,
900001596,OCONNOR,MEGHAN,62,F,8864454490,14188 Radium St.,PITTSBURGH,PA,15225,1400POST5L90,1400 Minute Family,SD3SL1FF701597,
900001597,MACIAS,ARACELI,19,F,6919219373,5421 Endean St.,TUCSON,AZ,85741,5503L60,550 Minute Family,SD3SL1FF701598,
900001598,COCHRAN,DEVON,63,M,7483613103,16838 Saint Michaels Blvd.,SEATTLE,WA,98145,700POST5L70,700 Minute Family,SD3SL1FF701599,
900001599,BEACH,LUIS,20,M,3065024854,9240 Elliott Ranch Dr.,HOUSTON,TX,77273,250PRE25,250 Minute Prepaid,SD3SL1FF701600,
900001600,SHEPARD,MARLIN,24,M,7599387028,3397 Nelldale Hwy.,ORLANDO,FL,32887,ULPRE50,Unlimited Prepaid,SD3SL1FF701601,
900001601,NOBLE,CLINTON,33,M,3673442064,183 Baybury St.,SACRAMENTO,CA,95899,ULPRE50,Unlimited Prepaid,SD3SL1FF701602,
900001602,THORNTON,ROOSEVELT,30,M,7954096388,16302 Edelen Pkwy.,HARTFORD,CT,6114,5503L60,550 Minute Family,SD3SL1FF701603,
900001603,MAYO,JOSIAH,52,M,7615085610,16853 McLeod Dr.,NEW YORK,NY,10116,450POST40,450 Minute,SD3SL1FF701604,
900001604,BURGESS,TY,28,M,7392159315,13657 North Williams Blvd.,WASHINGTON,DC,20537,1400POST5L90,1400 Minute Family,SD3SL1FF701605,
900001605,MCDONALD,RENA,39,F,3899304068,15404 Haysden Blvd.,ALBANY,NY,12243,2100POST5L110,2100 Minute Family,SD3SL1FF701606,
900001606,JEFFERSON,BUD,53,M,6344195040,1893 North Gratton St.,FORT WORTH,TX,76104,450POST40,450 Minute,SD3SL1FF701607,
900001607,RUSSELL,GREG,30,M,4999087949,15619 Lougheed St.,OAKLAND,CA,94611,ULPRE50,Unlimited Prepaid,SD3SL1FF701608,
900001608,CLINE,BOOKER,32,M,8497272444,6266 Regional Blvd.,CHANDLER,AZ,85225,5503L60,550 Minute Family,SD3SL1FF701609,
900001609,BARKER,MARITZA,64,F,2532070633,8666 South Lexington St.,SAN ANTONIO,TX,78208,ULPRE50,Unlimited Prepaid,SD3SL1FF701610,
900001610,PETTY,DOMINIQUE,59,F,6346315233,2670 Pambula Ln.,MIAMI,FL,33110,ULPRE50,Unlimited Prepaid,SD3SL1FF701611,
900001611,ZIMMERMAN,ALPHONSE,26,M,2299795843,14349 Tilthams Corner Ave.,OKLAHOMA CITY,OK,73124,250PRE25,250 Minute Prepaid,SD3SL1FF701612,
900001612,CHAMBERS,MARYANN,53,F,2538424020,1225 Windyhill Hwy.,BETHESDA,MD,20827,700POST5L70,700 Minute Family,SD3SL1FF701613,
900001613,LANDRY,LANCE,69,M,7179866418,7138 Moosehead St.,BATON ROUGE,LA,70874,ULPOST5L120,2100 Minute Family,SD3SL1FF701614,
900001614,BLEVINS,ALICE,49,F,4708799326,544 Littman Dr.,TOPEKA,KS,66617,250PRE25,250 Minute Prepaid,SD3SL1FF701615,
900001615,DENNIS,JONAH,68,M,8079824300,1170 Kline St.,TAMPA,FL,33662,1400POST5L90,1400 Minute Family,SD3SL1FF701616,
900001616,MCLEAN,RANDAL,41,M,9473099345,14180 Seagry Pkwy.,SAN JOSE,CA,95157,5503L60,550 Minute Family,SD3SL1FF701617,
900001617,NICHOLSON,FRANCIS,40,F,2568804056,2336 Marble Canyon Pkwy.,SIOUX FALLS,SD,57110,450POST40,450 Minute,SD3SL1FF701618,
900001618,RASMUSSEN,DWAYNE,41,M,5656359070,4995 Poltimore Way,BLOOMINGTON,IL,61701,2100POST5L110,2100 Minute Family,SD3SL1FF701619,
900001619,UNDERWOOD,KELVIN,46,M,3142953229,12522 Nine Acre Way,GRAND RAPIDS,MI,49555,450POST40,450 Minute,SD3SL1FF701620,
900001620,LINDSEY,WILFORD,19,M,2953089172,6853 Lindridge St.,MACON,GA,31202,ULPRE50,Unlimited Prepaid,SD3SL1FF701621,
900001621,MCLAUGHLIN,GENEVA,24,F,6579622927,6674 Circledale Dr.,IOWA CITY,IA,52246,700POST5L70,700 Minute Family,SD3SL1FF701622,
900001622,RHODES,VERNON,49,M,3097484082,2488 Tokola St.,BOSTON,MA,2217,ULPOST70,Unlimited,SD3SL1FF701623,
900001623,FOREMAN,MYRON,25,M,7335686955,500 St. Austell St.,DES MOINES,IA,50380,450POST40,450 Minute,SD3SL1FF701624,
900001624,MENDEZ,DEBBIE,37,F,2187278709,8747 Sand Hole Pkwy.,SPOKANE,WA,99201,ULPRE50,Unlimited Prepaid,SD3SL1FF701625,
900001625,MCGEE,ARNULFO,31,M,9945852379,8295 Pickwick Pkwy.,PHILADELPHIA,PA,19173,ULPOST5L120,2100 Minute Family,SD3SL1FF701626,
900001626,CONWAY,SANDY,32,M,2274294663,17950 Noemi Pkwy.,PEORIA,IL,61625,700POST5L70,700 Minute Family,SD3SL1FF701627,
900001627,CASEY,MARYELLEN,23,F,2704214232,12928 Hitchcock Farm St.,WICHITA,KS,67206,ULPRE50,Unlimited Prepaid,SD3SL1FF701628,
900001628,GILLESPIE,JULIANNE,22,F,9646767601,16016 Cherrycrest Ave.,BAKERSFIELD,CA,93301,ULPRE50,Unlimited Prepaid,SD3SL1FF701629,
900001629,VALENCIA,VIRGIL,36,M,2336007488,10472 Widdin Hwy.,ATLANTA,GA,31119,700POST5L70,700 Minute Family,SD3SL1FF701630,
900001630,RHODES,MELODY,69,F,7482809123,3499 Artuna Blvd.,BELLEVUE,WA,98005,450POST40,450 Minute,SD3SL1FF701631,
900001631,TURNER,ALBERTA,20,F,4879599382,4041 Zaydee St.,WASHINGTON,DC,20460,5503L60,550 Minute Family,SD3SL1FF701632,
900001632,STAFFORD,VICTOR,24,M,5207218961,10988 Ottowa Dr.,GRAND RAPIDS,MI,49525,700POST5L70,700 Minute Family,SD3SL1FF701633,
900001633,BECKER,LEMUEL,42,M,9737994158,2482 Snowdenham Dr.,LIMA,OH,45807,5503L60,550 Minute Family,SD3SL1FF701634,
900001634,SIMON,JEANNE,52,F,9073873272,5356 Rocky Top Ln.,ATHENS,GA,30606,700POST5L70,700 Minute Family,SD3SL1FF701635,
900001635,MELTON,PAUL,23,M,4285704317,10366 Boswick Pkwy.,LINCOLN,NE,68508,450POST40,450 Minute,SD3SL1FF701636,
900001636,WOOTEN,ROSETTA,29,F,2757227358,14776 Mount Holyoke Pkwy.,MOBILE,AL,36616,1400POST5L90,1400 Minute Family,SD3SL1FF701637,
900001637,HOLLOWAY,JO,28,F,6596002212,7918 High Hollow Blvd.,BALTIMORE,MD,21283,450POST40,450 Minute,SD3SL1FF701638,
900001638,COMBS,AUGUST,22,M,4168007308,2727 Tintells Ln.,HOMESTEAD,FL,33039,ULPRE50,Unlimited Prepaid,SD3SL1FF701639,
900001639,ROGERS,TYSON,38,M,3979029125,9350 Hankins Blvd.,DES MOINES,IA,50335,ULPRE50,Unlimited Prepaid,SD3SL1FF701640,
900001640,WRIGHT,DALE,38,F,3519345461,17395 Munson Ave.,TUCSON,AZ,85750,250PRE25,250 Minute Prepaid,SD3SL1FF701641,
900001641,MOSS,NEWTON,32,M,9448725257,1047 Gusted Hall St.,SACRAMENTO,CA,95817,1400POST5L90,1400 Minute Family,SD3SL1FF701642,
900001642,ROACH,EUNICE,25,F,6537645851,18892 Guntzer Pkwy.,ORANGE,CA,92868,5503L60,550 Minute Family,SD3SL1FF701643,
900001643,GEORGE,DAWN,60,F,4576208070,4243 Stulz St.,WASHINGTON,DC,20040,700POST5L70,700 Minute Family,SD3SL1FF701644,
900001644,MAYO,ADDIE,41,F,3884312997,13031 Branwood St.,HOUSTON,TX,77024,ULPOST5L120,2100 Minute Family,SD3SL1FF701645,
900001645,HENDRIX,MARGARITO,27,M,6384015944,1900 Warren Dr.,AURORA,CO,80041,1400POST5L90,1400 Minute Family,SD3SL1FF701646,
900001646,LONG,EDGARDO,51,M,2862957166,14831 English Oaks St.,RALEIGH,NC,27697,5503L60,550 Minute Family,SD3SL1FF701647,
900001647,SULLIVAN,TYRONE,36,M,9043029740,8541 Bronte Marine Pkwy.,FORT SMITH,AR,72914,450POST40,450 Minute,SD3SL1FF701648,
900001648,GREEN,MAURO,42,M,2435169403,3638 East Woodbury Ln.,ALBANY,GA,31706,ULPRE50,Unlimited Prepaid,SD3SL1FF701649,
900001649,CONNER,SHERYL,64,F,2884287650,8158 Winthrop St.,WORCESTER,MA,1615,ULPRE50,Unlimited Prepaid,SD3SL1FF701650,
900001650,STOUT,KIM,61,F,9670825053,5204 Brae Loch Pkwy.,SAN FRANCISCO,CA,94175,5503L60,550 Minute Family,SD3SL1FF701651,
900001651,WASHINGTON,EVAN,32,M,8485696697,4734 Hillworth Dr.,SILVER SPRING,MD,20907,5503L60,550 Minute Family,SD3SL1FF701652,
900001652,RILEY,GUSTAVO,60,M,6132329168,10897 Coralie Dr.,POMONA,CA,91766,250PRE25,250 Minute Prepaid,SD3SL1FF701653,
900001653,CARTER,MARITZA,28,F,5577017850,5822 Tholverton St.,ROUND ROCK,TX,78682,700POST5L70,700 Minute Family,SD3SL1FF701654,
900001654,POTTER,DUANE,28,M,6405352892,3192 Knolls Pond St.,ELMIRA,NY,14903,250PRE25,250 Minute Prepaid,SD3SL1FF701655,
900001655,HENDERSON,BEAU,39,M,9786629873,4400 Middelton Ln.,DAYTON,OH,45437,900POST60,900 Minute,SD3SL1FF701656,
900001656,WISE,GLENDA,19,F,3317428702,16688 Signal St.,HIALEAH,FL,33010,ULPOST5L120,2100 Minute Family,SD3SL1FF701657,
900001657,SWANSON,GENE,34,M,4447229827,7379 Ayres Ave.,MODESTO,CA,95356,700POST5L70,700 Minute Family,SD3SL1FF701658,
900001658,GRIMES,MORGAN,55,F,6978513818,3228 Portcullis Lodge Dr.,SAN ANTONIO,TX,78208,700POST5L70,700 Minute Family,SD3SL1FF701659,
900001659,JOYCE,ROSARIO,24,F,6588714374,5673 Jeffereson Ave.,WASHINGTON,DC,20057,ULPRE50,Unlimited Prepaid,SD3SL1FF701660,
900001660,ROY,NAPOLEON,57,M,8544126930,5259 Thorney Blvd.,SAINT AUGUSTINE,FL,32084,ULPRE50,Unlimited Prepaid,SD3SL1FF701661,
900001661,KNOX,ANGELITA,58,F,2673882791,412 Kuno Dr.,YORK,PA,17402,ULPOST5L120,2100 Minute Family,SD3SL1FF701662,
900001662,ONEAL,STANLEY,32,M,2998963664,3300 Waterlands Pkwy.,JACKSON,TN,38308,700POST5L70,700 Minute Family,SD3SL1FF701663,
900001663,NUNEZ,GENEVIEVE,28,F,9355459383,15716 Sunny Brooke Way,DENVER,CO,80238,2100POST5L110,2100 Minute Family,SD3SL1FF701664,
900001664,CARPENTER,BETH,37,F,2577082135,13065 Armouries Blvd.,LOS ANGELES,CA,90062,250PRE25,250 Minute Prepaid,SD3SL1FF701665,
900001665,WOODS,NESTOR,55,M,4537123296,19535 Whipple St.,PENSACOLA,FL,32534,ULPRE50,Unlimited Prepaid,SD3SL1FF701666,
900001666,CAIN,LYNN,45,F,3062903130,4746 Karuk Ave.,WASHINGTON,DC,20543,5503L60,550 Minute Family,SD3SL1FF701667,
900001667,WATTS,ANNABELLE,65,F,5348463111,9684 Blakenham Pkwy.,HAYWARD,CA,94540,450POST40,450 Minute,SD3SL1FF701668,
900001668,BANKS,ADDIE,27,F,9297304591,16546 Lamer Blvd.,SAINT LOUIS,MO,63197,ULPOST70,Unlimited,SD3SL1FF701669,
900001669,AYALA,KATHARINE,40,F,6244905516,8580 Enterdent Way,BRADENTON,FL,34204,700POST5L70,700 Minute Family,SD3SL1FF701670,
900001670,WILLIAMS,ALBERTA,56,F,4715886955,7723 Grovemore Blvd.,NAPLES,FL,34106,900POST60,900 Minute,SD3SL1FF701671,
